ID,k__Bacteria_0;p__;c__;o__;f__;g__;s__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium_0;s__,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia_0;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales_0;f__;g__;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_0;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__gordonii_0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_0;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae_0;g__;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__indistinctus_0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7_0;g__;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter_0;s__,k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2_0;f__;g__;s__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__sciuri_0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_0;s__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales_0;f__;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__CandidatusArthromitus_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae_0;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus_0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_0;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae_0;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium;s__methylpentosum_0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]_0;g__;s__,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum_0;s__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria_0;o__;f__;g__;s__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella_0;s__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila_0;s__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae_0;g__;s__,k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma_0;s__,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;s__muciniphila_0,Date,AgeMonths,Cage,MiceName,diff,DateEnd
21-0_5-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,0.4620653612517383,-0.4444547302283463,-0.1774215883728828,0.1352629493807993,-0.3577368609709422,-0.7460380624778548,-0.0967530449021738,-0.170049620971741,-1.000517090596521,-0.0657908728600251,0.5499630587529879,-0.4144878249860073,-0.1771548919564401,-0.0491397380932583,-1.1853319401486706,-0.2801540363090954,0.2340856650629104,0.9804516800406432,0.3593262624084449,-0.4355490994081665,-0.0513692553379994,-0.4561416611699173,-0.1082364551272414,0.2188742567671733,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,0.0001907831760858,-1.2157757779252676,-0.1120897793759883,1.9817824905455503,-0.0906756418802396,2020-05-01,4,Agf21,21-0,420,2021-07-01
21-0_7-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,-0.0093414099434947,-0.4444547302283463,-1.790205445092618,-0.9007613796366758,-0.7691793400466268,-0.7460380624778548,-0.9918903166185544,-0.5222321390831037,-1.000517090596521,-0.0657908728600251,-1.4854666794315603,-0.4144878249860073,-0.4720026553697286,-0.0491397380932583,-0.0289847392887463,-0.2801540363090954,0.2340856650629104,-0.4345216679301749,0.4023608946336467,-0.4355490994081665,0.1418513303042665,-0.4561416611699173,-0.4004925264837176,-1.1428535792504195,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,0.1064435168086517,-0.1120897793759883,0.3559557772598393,-1.2814590244197988,2020-07-01,6,Agf21,21-0,360,2021-07-01
21-2_5-20,-0.0855699373144666,-0.0604852962631542,-0.103353599656347,0.6274806876436797,-0.4444547302283463,0.0610529036264569,0.6517204839809598,-0.2520529236553805,0.5761812322560645,-0.0058895480169371,-0.0472450138761271,-1.000517090596521,-0.0657908728600251,-1.4854666794315603,-0.4144878249860073,-0.3550008785786719,-0.0491397380932583,0.200869665252123,-0.2801540363090954,-0.1083370157592958,0.7695983147257499,-0.8447937202474799,-0.4355490994081665,-0.015456699447355,0.866077633564002,-0.0994625308197363,0.1359000217024093,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,-1.2157757779252676,-0.1120897793759883,1.876930315685384,0.3642167365354412,2020-05-01,4,Agf21,21-2,420,2021-07-01
21-2_7-20,0.5704718664797414,-0.0604852962631542,-0.103353599656347,0.8640133896341883,-0.4444547302283463,0.1182795737860314,0.4004642001251408,0.3482664060962805,-0.7460380624778548,0.1570637601101299,0.5334384421289851,1.3438751830885898,-0.0657908728600251,-1.4854666794315603,-0.4144878249860073,0.7953764031951945,1.7361900969175088,0.5755929082604625,0.4540615893384235,1.005606336547541,-0.4345216679301749,0.6909222497380298,0.8866701953257528,0.4707600601068371,1.1566421955498185,0.4370959117517937,0.5647165968475167,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,0.0001907831760858,0.788545595857375,1.6732400556347788,1.4328691618516425,-0.0906756418802396,2020-07-01,6,Agf21,21-2,360,2021-07-01
22-0_5-20,0.3858368338807665,-0.0604852962631542,-0.103353599656347,1.2520380949399113,-0.4444547302283463,0.2551175336940391,0.4004642001251408,-0.2283890054575872,-0.7460380624778548,-0.2052609987774181,0.3201200889484716,1.0448058881901363,-0.0657908728600251,0.3502238920608651,1.198296031733728,0.042587332194904,-0.0491397380932583,0.256624897507741,0.3695503488328404,0.5149122746386047,0.9804516800406432,0.5971631174089316,1.4157092493109087,0.4169271344275798,-0.4561416611699173,0.1700504133981799,0.2188742567671733,1.083508609899951,1.5418534510891106,-0.1408151103119889,-1.4911709106581867,0.3970080787944678,-0.1120897793759883,2.0740420720429307,0.7763052085040398,2020-05-01,4,Agf22,22-0,420,2021-07-01
22-0_7-20,0.7266878803633158,-0.0604852962631542,-0.103353599656347,1.2130179740431566,-0.4444547302283463,0.6585008748124616,0.955155943649976,0.5508575657636592,0.8667457942418807,0.331772002641632,1.2837981212025806,0.9817541424430472,-0.0657908728600251,-0.1143988171598241,-0.4144878249860073,0.8861407945668781,-0.0491397380932583,0.6858516681798277,0.6449945061102837,1.2138822789746235,1.4462919243506165,0.3593262624084449,1.055812594426106,0.8216906474524286,1.292046365836283,0.8047118374644271,0.6700597773924359,1.083508609899951,-0.0709304056306248,-0.1408151103119889,0.4173141082204629,1.4085063179104007,-0.1120897793759883,-0.8481642053960854,-0.1589788963780021,2020-07-01,6,Agf22,22-0,360,2021-07-01
22-1_5-20,0.6235003939258781,-0.0604852962631542,-0.103353599656347,1.4232820925372,-0.4444547302283463,0.7162995873122538,0.5383578492190737,-0.134119088615739,0.8667457942418807,0.3410908079708106,0.4780870777500137,0.8507412581225541,-0.0657908728600251,-0.2813466967756356,1.198296031733728,-0.0398438958597391,-0.0491397380932583,0.3060297536856022,0.1516187421348231,0.4714465808575143,1.1782621887895606,0.5971631174089316,0.8866701953257528,0.2661897980099504,-0.4561416611699173,0.1100524837228946,0.2188742567671733,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,0.5131504631244559,0.2755859159090051,-0.1120897793759883,2.416889583107929,1.1447373025713647,2020-05-01,4,Agf22,22-1,420,2021-07-01
22-1_7-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,-1.716911586041431,-0.4444547302283463,-1.790205445092618,-0.3708965134956721,-0.2283890054575872,-0.7460380624778548,-0.6885316586359904,0.2664352299856951,-1.000517090596521,-0.0657908728600251,-0.5560477537172677,-0.4144878249860073,0.0390535903072235,-0.0491397380932583,-0.3007253588507401,0.079981958628555,0.3687842389603666,-0.4345216679301749,-0.0666424698638362,-0.4355490994081665,-0.1567858522438243,-0.4561416611699173,-0.4367046991381623,-0.1014608940921945,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,-1.2157757779252676,-0.1120897793759883,-0.8481642053960854,-0.7684993444714288,2020-07-01,6,Agf22,22-1,360,2021-07-01
23-0_5-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,1.054675894839824,-0.4444547302283463,0.5340770102050744,-2.946084358423333,0.328644016057056,-0.7460380624778548,0.1838895085895011,0.9206854849522992,1.1330218177736964,-0.0657908728600251,0.8284005409375931,-0.4144878249860073,0.9120916409233758,-0.0491397380932583,0.5497344095356248,0.3126721521924032,0.4714465808575143,-0.4345216679301749,-0.8447937202474799,1.055812594426106,0.2285650291201927,1.2066161705116567,0.3382880320006515,0.2885101849085677,0.8026820003242565,-0.0709304056306248,-0.1408151103119889,0.715654965373663,0.3970080787944678,-0.1120897793759883,-0.8481642053960854,1.2094957514379938,2020-05-01,4,Agf23,23-0,420,2021-07-01
23-0_7-20,-0.1803562566926675,-0.0604852962631542,1.1007663829995775,0.9275270034264076,-0.4444547302283463,0.4427906652995356,-1.389781857656046,0.5226099988824415,1.1052202862412206,0.1810765082279779,0.806027510071788,0.8190268449453475,-0.0657908728600251,0.28168918665062,-0.4144878249860073,0.7013174845094486,-0.0491397380932583,0.4274519165710649,0.6520058700458444,0.8459054936800291,-0.4345216679301749,0.5971631174089316,1.4729359194704832,0.6557602363163373,1.2066161705116567,0.6424765469094624,0.925332282495742,1.374073171885767,-0.0709304056306248,-0.1408151103119889,0.2941589243525802,1.2329305419798122,-0.1120897793759883,-0.8481642053960854,-0.6555494225983072,2020-07-01,6,Agf23,23-0,360,2021-07-01
23-1_5-20,-0.1803562566926675,-0.0604852962631542,-0.103353599656347,0.9275270034264076,-0.4444547302283463,0.4427906652995356,-1.389781857656046,0.1901131621293397,0.745323631356418,0.2696922860335573,0.3760412238770494,0.7476709364096792,-0.0657908728600251,-0.0306218194230502,-0.4144878249860073,0.0665497638935824,-0.0491397380932583,-0.3007253588507401,-0.0959239025665077,0.1469354893440103,-0.4345216679301749,-0.8447937202474799,-0.4355490994081665,-0.1813287933213502,-0.4561416611699173,-0.1171912977801679,-0.2977555392361628,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,1.041583468334311,0.2755859159090051,1.3792719144582843,-0.8481642053960854,0.9515370859723552,2020-05-01,4,Agf23,23-1,420,2021-07-01
23-1_7-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,0.2421298062796624,-0.4444547302283463,-1.790205445092618,-1.7419643757674084,-0.1448429540075122,-0.7460380624778548,-0.4320994880054456,0.5277834861655404,0.7070530855014152,-0.0657908728600251,-0.1143988171598241,-0.4144878249860073,0.8217150961929695,-0.0491397380932583,0.5222382359492659,0.4987048799992608,-0.8073070200953146,-0.4345216679301749,0.6693111007253525,-0.4355490994081665,0.2285650291201927,1.1566421955498185,0.4780292690174889,0.7865653464638731,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,1.0172203324668865,-0.1120897793759883,-0.8481642053960854,-0.6236016055986915,2020-07-01,6,Agf23,23-1,360,2021-07-01
23-2_5-20,-0.751747428254178,-0.0604852962631542,0.938039085501878,0.8862327865787513,-0.4444547302283463,1.0677298196268108,-2.946084358423333,0.2732510863028583,0.8667457942418807,0.7115397472690979,0.7684570232426589,-1.000517090596521,-0.0657908728600251,0.2002750591707032,-0.4144878249860073,0.6197202155710079,-0.0491397380932583,0.3906252486150867,0.1257023601177781,-0.8073070200953146,-0.4345216679301749,-0.8447937202474799,0.8866701953257528,0.3090543920661491,-0.4561416611699173,0.2058888386268874,-0.1014608940921945,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,1.3156871188606307,0.1064435168086517,-0.1120897793759883,-0.8481642053960854,1.4431075110858462,2020-05-01,4,Agf23,23-2,420,2021-07-01
23-2_7-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,1.0162856790651382,-0.4444547302283463,0.8919396312812135,-1.238514182325397,0.4955142390822442,-0.7460380624778548,0.1673792506604838,1.010840520965709,0.9339813606470464,-0.0657908728600251,1.010770865735175,-0.4144878249860073,0.6016444625348013,-0.0491397380932583,0.256624897507741,0.4930109999238141,0.6550909778036414,-0.4345216679301749,0.9285050273417516,1.055812594426106,0.3090543920661491,-0.4561416611699173,0.471080409062161,0.4482110277760796,0.8026820003242565,1.837554613248025,-0.1408151103119889,0.9417983802162192,0.788545595857375,-0.1120897793759883,-0.8481642053960854,0.7676338954173405,2020-07-01,6,Agf23,23-2,360,2021-07-01
24-1_5-20,1.0068892458317311,-0.0604852962631542,-0.103353599656347,1.625708456511917,-0.4444547302283463,0.9886690269101214,0.7167678748414632,0.4771118660373894,1.162446956400795,0.5344767565076047,-0.8045126987342459,0.5557854101707661,-0.0657908728600251,0.496804553608008,-0.4144878249860073,-0.1310473050592702,-0.0491397380932583,0.256624897507741,0.5678481849274772,0.4714465808575143,1.1217808328371124,0.7311634685162773,-0.4355490994081665,0.5478736808247302,-0.4561416611699173,0.3121571751434938,0.4482110277760796,0.8026820003242565,-0.0709304056306248,-0.1408151103119889,0.4678704816629067,0.2755859159090051,-0.1120897793759883,2.588951887651993,-0.0161846100082232,2020-05-01,4,Agf24,24-1,420,2021-07-01
24-1_7-20,0.6555662064926769,-0.0604852962631542,-0.103353599656347,1.2426067909315672,1.7345222170648231,1.4222485159476577,0.8335842687838149,0.4159600479864516,0.8667457942418807,0.4348657359090624,-0.8362271119114525,-1.000517090596521,-0.0657908728600251,0.4094029773136921,-0.4144878249860073,0.2286521471649357,-0.0491397380932583,0.0618226747324561,0.0648876684816471,0.0377910199189422,-0.4345216679301749,0.3115534806124442,1.055812594426106,-0.1813287933213502,-0.4561416611699173,0.2660254540711633,-0.2977555392361628,1.083508609899951,-0.0709304056306248,-0.1408151103119889,1.1226709112178823,0.3970080787944678,1.3792719144582843,-0.8481642053960854,0.7954983668410402,2020-07-01,6,Agf24,24-1,360,2021-07-01
25-0_5-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,0.7317947338636487,-0.4444547302283463,0.3270658505631459,-0.2919078165453725,0.1682329612865372,0.5761812322560645,0.1760301829615005,-1.333551752719402,0.4144562573742968,-0.0657908728600251,-0.2813466967756356,-0.4144878249860073,-0.3760143855061963,-0.0491397380932583,-0.0289847392887463,0.4282319353791362,-0.8073070200953146,-0.4345216679301749,-0.8447937202474799,-0.4355490994081665,0.1536856996529983,0.866077633564002,-0.0908623590578187,-0.2977555392361628,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,0.2941589243525802,0.3970080787944678,-0.1120897793759883,2.033220451374487,-0.294254222660228,2020-05-01,4,Agf25,25-0,420,2021-07-01
25-0_7-20,0.2111812603702396,-0.0604852962631542,-0.103353599656347,0.4899142899904186,0.8777645645055729,0.3887715022005512,-0.2250986142695941,0.147966711409778,-0.7460380624778548,-0.3760420408049585,-1.2407976994825032,0.4908446032377515,-0.0657908728600251,0.6637524332238195,-0.4144878249860073,-0.382209846947438,1.5636441186264771,-0.1439392549904454,0.1878057557994622,-0.8073070200953146,-0.4345216679301749,-0.8447937202474799,-0.4355490994081665,-0.6244655507306451,-0.4561416611699173,-0.2669536181135,0.2188742567671733,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,0.2755859159090051,-0.1120897793759883,1.032649386884706,-0.4917873510063437,2020-07-01,6,Agf25,25-0,360,2021-07-01
25-2_5-20,0.6555662064926769,-0.0604852962631542,0.938039085501878,1.473700211772174,1.0469069636059265,0.96643066315323,0.1459341123294639,0.626468871845826,1.2130033298432388,0.3592532189831501,-2.655771047453321,1.082268279719929,-0.0657908728600251,0.5882516709145623,-0.4144878249860073,-0.0830558562822121,-0.0491397380932583,-0.1439392549904454,0.8264047473169485,-0.8073070200953146,0.8876976268037444,-0.8447937202474799,1.4729359194704832,0.7823492389327587,1.0352200326643557,0.4687391932472586,0.4482110277760796,-0.2387106848339685,-0.0709304056306248,1.3505465835222838,0.3600874380608884,0.788545595857375,-0.1120897793759883,2.53762075344725,0.0851145464653575,2020-05-01,4,Agf25,25-2,420,2021-07-01
25-2_7-20,0.5311423418852896,-0.0604852962631542,-0.103353599656347,1.5886547274738732,1.3408751047824206,0.9348890759888508,0.4682203297049985,0.7147456227279803,0.9615321136200816,-0.0068551837274968,-1.2407976994825032,1.937000801420825,-0.0657908728600251,-0.7073154290479168,-0.4144878249860073,0.7347469600799276,1.658430438004678,0.773709452172423,1.025987601683802,0.7608947039716804,-0.4345216679301749,0.785294994680726,1.3497807356026006,0.9078366736328756,2.234939830953051,0.6984971129174598,1.047478118919872,1.374073171885767,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,1.27698461110157,-0.1120897793759883,2.130016311541328,-0.390803675679203,2020-07-01,6,Agf25,25-2,360,2021-07-01
26-0_5-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,0.3284113927452262,-0.4444547302283463,0.4908279221551094,0.1494336838998178,-0.3899215443423435,-0.7460380624778548,-0.5828848817963568,-1.614378362295096,-1.000517090596521,-0.0657908728600251,-0.0704933314607424,-0.4144878249860073,-0.7609260975720928,-0.0491397380932583,-1.1853319401486706,-0.4432678199779841,-0.8073070200953146,-0.4345216679301749,-0.8447937202474799,-0.4355490994081665,-0.5030433878451825,-0.4561416611699173,-1.0994625308197363,-1.1428535792504195,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,-1.2157757779252676,-0.1120897793759883,-0.8481642053960854,0.0790488824756949,2020-05-01,4,Agf26,26-0,420,2021-07-01
26-0_7-20,0.356078999242977,-0.0604852962631542,-0.103353599656347,0.8640133896341883,1.26311544586959,0.5918115974822501,0.3396979153560617,0.147966711409778,-0.7460380624778548,-0.060552762745393,-2.655771047453321,0.4144562573742968,-0.0657908728600251,-0.2813466967756356,-0.4144878249860073,0.5461065280809992,-0.0491397380932583,0.8044144254857765,0.5180653691226944,0.4714465808575143,-0.4345216679301749,0.6693111007253525,-0.4355490994081665,0.2751078625384611,-0.4561416611699173,0.4190514090581511,0.4906148763291669,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,0.1216129460615486,1.0874202794952212,-0.1120897793759883,-0.8481642053960854,0.8577088531727528,2020-07-01,6,Agf26,26-0,360,2021-07-01
27-0_5-20,0.7266878803633158,-0.0604852962631542,-0.103353599656347,0.9073705097942372,-0.4444547302283463,0.9587574161635432,0.9521470260897638,0.3874335656132055,0.745323631356418,0.2822923714727741,0.6593592697302808,-1.000517090596521,-0.0657908728600251,0.5294736703613762,-0.4144878249860073,0.6783251838515386,-0.0491397380932583,0.3060297536856022,0.2265336446092851,0.3066363322115222,0.9804516800406432,-0.8447937202474799,0.8866701953257528,0.0772973537895436,-0.4561416611699173,0.3974671172534785,-1.1428535792504195,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,1.0663362912474712,0.5695540570854994,-0.1120897793759883,-0.8481642053960854,1.2582239983296335,2020-05-01,4,Agf27,27-0,420,2021-07-01
27-0_7-20,0.5311423418852896,-0.0604852962631542,-0.103353599656347,1.435682491886039,-0.4444547302283463,0.6585008748124616,0.6587894121293028,0.4291883137202066,-0.7460380624778548,0.4563504323742449,0.4500796269318223,-1.000517090596521,-0.0657908728600251,0.578991309795358,-0.4144878249860073,0.0306946262615331,-0.0491397380932583,0.3906252486150867,0.1452831887595265,0.5149122746386047,-0.4345216679301749,0.4415130185957949,-0.4355490994081665,-1.0744345594066929,-0.4561416611699173,-0.0994625308197363,0.401214465099856,0.9654092978219564,-0.0709304056306248,-0.1408151103119889,1.3019206895183937,0.8295472008613898,-0.1120897793759883,-0.8481642053960854,1.3146412479177478,2020-07-01,6,Agf27,27-0,360,2021-07-01
27-1_5-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,0.9652334903324006,1.0469069636059265,0.2551175336940391,0.5592013157207991,-0.1614422158269739,-0.7460380624778548,0.3198635444372,-0.0314889516176528,0.2036028920594036,-0.0657908728600251,0.0708358213357268,-0.4144878249860073,-0.2653007095850018,-0.0491397380932583,0.0618226747324561,-0.3540976662830766,0.2340856650629104,-0.4345216679301749,-0.2079716226603055,-0.4355490994081665,-0.5030433878451825,-0.4561416611699173,-0.7570398499975302,-0.1014608940921945,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,1.1433063595025448,0.2755859159090051,-0.1120897793759883,-0.8481642053960854,1.1176561907060991,2020-05-01,4,Agf27,27-1,420,2021-07-01
27-1_7-20,0.0581182353066722,-0.0604852962631542,-0.103353599656347,0.1915734328372186,1.168329126491389,-0.0826352689946818,0.0937261957250172,-0.6413927605655007,-0.7460380624778548,-0.3698658031639061,-0.2560973259722829,-1.000517090596521,-0.0657908728600251,0.3808206596526344,-0.4144878249860073,-0.3550008785786719,-0.0491397380932583,0.4274519165710649,-0.1490968890696097,-0.8073070200953146,0.7695983147257499,0.4023608946336467,-0.4355490994081665,-0.2645688958458427,-0.4561416611699173,-0.3670687709967679,-0.2977555392361628,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,0.5131504631244559,0.1064435168086517,-0.1120897793759883,-0.8481642053960854,0.7954983668410402,2020-07-01,6,Agf27,27-1,360,2021-07-01
27-2_5-20,0.7521670030534211,1.552298560456581,-0.103353599656347,1.3365510188840242,1.168329126491389,1.2395840257392376,0.4129918676359296,0.3194229800265631,1.3367473078385954,0.4210126008408879,0.695638704472118,0.4144562573742968,-0.0657908728600251,0.4362197960520416,-0.4144878249860073,0.0530192464440473,-0.0491397380932583,0.4613984460987528,-0.0435990280317602,-0.8073070200953146,0.8876976268037444,0.4415130185957949,-0.4355490994081665,0.1764288267915581,0.7479783214860075,0.1410867174628633,-0.0289102269435828,1.083508609899951,-0.0709304056306248,-0.1408151103119889,1.2948702995843675,0.3970080787944678,-0.1120897793759883,-0.8481642053960854,1.4819931227808023,2020-05-01,4,Agf27,27-2,420,2021-07-01
27-2_7-20,0.4398559969797508,-0.0604852962631542,1.2188656950775725,0.7616549095524122,1.26311544586959,1.2355099388087225,0.9407446462536488,0.4551764956719133,-0.7460380624778548,0.5117246631968642,0.7080288980257883,-1.000517090596521,1.8426941460186248,0.9475026114428454,-0.4144878249860073,0.094495217532512,-0.0491397380932583,0.4928828425967289,0.3148371341529338,0.4231419012829593,-0.4345216679301749,0.8334210624979195,-0.4355490994081665,-0.4082570684669816,-0.4561416611699173,0.0766287282359448,-0.0289102269435828,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,1.3786472973211414,0.1064435168086517,-0.1120897793759883,-0.8481642053960854,1.5735518185704769,2020-07-01,6,Agf27,27-2,360,2021-07-01
28-0_5-20,0.2111812603702396,-0.0604852962631542,-0.103353599656347,0.3658737842750189,1.168329126491389,1.0028861550839618,0.6746761315708727,0.2732510863028583,1.0392917725329125,0.644392619531398,0.5348407503602839,-1.000517090596521,-0.0657908728600251,0.7538327996953321,-0.4144878249860073,-0.1258294471568227,-0.0491397380932583,0.200869665252123,-0.0058515487752627,0.736761024254961,0.8876976268037444,-0.8447937202474799,-0.4355490994081665,-0.2073422256862682,-0.4561416611699173,0.0528258135633201,0.6279984323917245,-0.2387106848339685,1.4204312882036478,-0.1408151103119889,0.6261003849975775,0.6927092409533822,1.210129515357931,-0.8481642053960854,1.653218581138096,2020-05-01,4,Agf28,28-0,420,2021-07-01
28-0_7-20,0.5512521602727077,-0.0604852962631542,-0.103353599656347,0.2874097877412115,-0.4444547302283463,0.9348890759888508,0.7200590688682253,0.2432138207324297,-0.7460380624778548,-0.063296261963069,0.554011967395194,0.2036028920594036,-0.0657908728600251,0.2627213475746399,-0.4144878249860073,-0.0044494541066055,-0.0491397380932583,-0.3007253588507401,0.0118591410355105,0.1469354893440103,-0.4345216679301749,0.6225676971830263,-0.4355490994081665,-0.1813287933213502,-0.4561416611699173,-0.1963725438277927,-0.2977555392361628,0.8026820003242565,-0.0709304056306248,-0.1408151103119889,0.4173141082204629,-1.2157757779252676,-0.1120897793759883,-0.8481642053960854,1.1154149550164958,2020-07-01,6,Agf28,28-0,360,2021-07-01
28-1_5-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,-1.716911586041431,-0.4444547302283463,-0.0826352689946818,-1.0652707661425418,-0.8174840196211819,-0.7460380624778548,-0.6528772272592764,-0.491418191668884,-1.000517090596521,-0.0657908728600251,0.0999940500769402,-0.4144878249860073,-1.1794961077713426,-0.0491397380932583,-1.1853319401486706,-1.281004760345872,-0.8073070200953146,-0.4345216679301749,-0.8447937202474799,-0.4355490994081665,-1.0744345594066929,-0.4561416611699173,-1.3213112804360927,-1.1428535792504195,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,-1.2157757779252676,-0.1120897793759883,-0.8481642053960854,0.4729386377132056,2020-05-01,4,Agf28,28-1,420,2021-07-01
28-1_7-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,-1.716911586041431,-0.4444547302283463,-0.0826352689946818,-0.8816263691964148,-0.843812958343531,-0.7460380624778548,-0.9942315324334569,-0.630465182188551,-1.000517090596521,-0.0657908728600251,-0.2813466967756356,-0.4144878249860073,-0.9918229761658462,-0.0491397380932583,-1.1853319401486706,-1.0800899175651584,0.0377910199189422,-0.4345216679301749,-0.8447937202474799,-0.4355490994081665,-1.0744345594066929,-0.4561416611699173,-1.3213112804360927,-1.1428535792504195,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,-1.2157757779252676,-0.1120897793759883,-0.8481642053960854,-0.0817392261311029,2020-07-01,6,Agf28,28-1,360,2021-07-01
